pid,technique,granularity,windows,trialNo,time,accuracy,steps
9,TRADITIONAL,paragraph,Multiple,1,11492,1,5
9,TRADITIONAL,paragraph,Multiple,2,8366,1,5
9,TRADITIONAL,paragraph,Multiple,3,8785,1,5
9,TRADITIONAL,phrase,Single,1,8615,1,4
9,TRADITIONAL,phrase,Single,2,8147,1,5
9,TRADITIONAL,phrase,Single,3,9005,1,6
9,TRADITIONAL,phrase,Multiple,1,7610,1,5
9,TRADITIONAL,phrase,Multiple,2,16375,1,5
9,TRADITIONAL,phrase,Multiple,3,29235,1,5
9,TRADITIONAL,sentence,Single,1,9179,1,5
9,TRADITIONAL,sentence,Single,2,6054,1,5
9,TRADITIONAL,sentence,Single,3,6086,1,5
9,TRADITIONAL,sentence,Multiple,1,9240,1,5
9,TRADITIONAL,sentence,Multiple,2,6837,1,5
9,TRADITIONAL,sentence,Multiple,3,12093,1,5
9,AUTOCOMPASTE,paragraph,Single,1,10954,1,3
9,AUTOCOMPASTE,paragraph,Single,2,7944,1,3
9,AUTOCOMPASTE,paragraph,Single,3,12580,1,3
9,AUTOCOMPASTE,paragraph,Multiple,1,13268,1,4
9,AUTOCOMPASTE,paragraph,Multiple,2,9225,1,3
9,AUTOCOMPASTE,paragraph,Multiple,3,8766,1,3
9,AUTOCOMPASTE,phrase,Single,1,15404,1,6
9,AUTOCOMPASTE,phrase,Single,2,37174,1,10
9,AUTOCOMPASTE,phrase,Single,3,11011,1,4
9,AUTOCOMPASTE,phrase,Multiple,1,7024,1,9
9,AUTOCOMPASTE,phrase,Multiple,2,7201,1,6
9,AUTOCOMPASTE,phrase,Multiple,3,4928,1,7
9,AUTOCOMPASTE,sentence,Single,1,15555,1,3
9,AUTOCOMPASTE,sentence,Single,2,6053,1,2
9,AUTOCOMPASTE,sentence,Single,3,5867,1,2
9,AUTOCOMPASTE,sentence,Multiple,1,11818,1,2
9,AUTOCOMPASTE,sentence,Multiple,2,6592,1,5
9,AUTOCOMPASTE,sentence,Multiple,3,5038,1,6
9,TRADITIONAL,paragraph,Single,1,10299,1,5
9,TRADITIONAL,paragraph,Single,2,6899,1,5
9,TRADITIONAL,paragraph,Single,3,5674,1,6
9,TRADITIONAL,paragraph,Multiple,1,7272,1,5
9,TRADITIONAL,paragraph,Multiple,2,14244,1,5
9,TRADITIONAL,paragraph,Multiple,3,6482,1,5
9,TRADITIONAL,phrase,Single,1,7197,1,5
9,TRADITIONAL,phrase,Single,2,10190,1,4
9,TRADITIONAL,phrase,Single,3,7479,1,5
9,TRADITIONAL,phrase,Multiple,1,24370,1,5
9,TRADITIONAL,phrase,Multiple,2,8576,1,6
9,TRADITIONAL,phrase,Multiple,3,7517,1,5
9,TRADITIONAL,sentence,Single,1,7533,1,5
9,TRADITIONAL,sentence,Single,2,6292,1,5
9,TRADITIONAL,sentence,Single,3,6563,1,4
9,TRADITIONAL,sentence,Multiple,1,7348,1,4
9,TRADITIONAL,sentence,Multiple,2,14539,1,5
9,TRADITIONAL,sentence,Multiple,3,8947,1,5
9,AUTOCOMPASTE,paragraph,Single,1,7839,1,3
9,AUTOCOMPASTE,paragraph,Single,2,10629,1,3
9,AUTOCOMPASTE,paragraph,Single,3,6503,1,6
9,AUTOCOMPASTE,paragraph,Multiple,1,9291,1,3
9,AUTOCOMPASTE,paragraph,Multiple,2,6940,1,3
9,AUTOCOMPASTE,paragraph,Multiple,3,10056,1,3
9,AUTOCOMPASTE,phrase,Single,1,21340,1,7
9,AUTOCOMPASTE,phrase,Single,2,10659,1,7
9,AUTOCOMPASTE,phrase,Single,3,10455,1,6
9,AUTOCOMPASTE,phrase,Multiple,1,5964,1,6
9,AUTOCOMPASTE,phrase,Multiple,2,6928,1,10
9,AUTOCOMPASTE,phrase,Multiple,3,6072,1,10
9,AUTOCOMPASTE,sentence,Single,1,12693,1,3
9,AUTOCOMPASTE,sentence,Single,2,4706,1,4
9,AUTOCOMPASTE,sentence,Single,3,7923,1,2
9,AUTOCOMPASTE,sentence,Multiple,1,4247,1,3
9,AUTOCOMPASTE,sentence,Multiple,2,6491,1,2
9,AUTOCOMPASTE,sentence,Multiple,3,5345,1,4
9,TRADITIONAL,paragraph,Single,1,10148,1,4
9,TRADITIONAL,paragraph,Single,2,6761,1,5
9,TRADITIONAL,paragraph,Single,3,5939,1,5
9,TRADITIONAL,paragraph,Multiple,1,6548,1,5
9,TRADITIONAL,paragraph,Multiple,2,8577,1,5
9,TRADITIONAL,paragraph,Multiple,3,17434,1,6
9,TRADITIONAL,phrase,Single,1,7150,1,5
9,TRADITIONAL,phrase,Single,2,6553,1,5
9,TRADITIONAL,phrase,Single,3,6816,1,5
9,TRADITIONAL,phrase,Multiple,1,18973,1,5
9,TRADITIONAL,phrase,Multiple,2,9365,1,6
9,TRADITIONAL,phrase,Multiple,3,7784,1,7
9,TRADITIONAL,sentence,Single,1,5888,1,5
9,TRADITIONAL,sentence,Single,2,5219,1,7
9,TRADITIONAL,sentence,Single,3,7990,1,5
9,TRADITIONAL,sentence,Multiple,1,8461,1,6
9,TRADITIONAL,sentence,Multiple,2,6048,1,4
9,TRADITIONAL,sentence,Multiple,3,19998,1,9
9,AUTOCOMPASTE,paragraph,Single,1,7565,1,6
9,AUTOCOMPASTE,paragraph,Single,2,9678,1,3
9,AUTOCOMPASTE,paragraph,Single,3,8282,1,3
9,AUTOCOMPASTE,paragraph,Multiple,1,6096,1,3
9,AUTOCOMPASTE,paragraph,Multiple,2,6042,1,5
9,AUTOCOMPASTE,paragraph,Multiple,3,7459,1,3
9,AUTOCOMPASTE,phrase,Single,1,9978,1,6
9,AUTOCOMPASTE,phrase,Single,2,12363,1,6
9,AUTOCOMPASTE,phrase,Single,3,17295,1,10
9,AUTOCOMPASTE,phrase,Multiple,1,8172,1,4
9,AUTOCOMPASTE,phrase,Multiple,2,6788,1,4
9,AUTOCOMPASTE,phrase,Multiple,3,6454,1,7
9,AUTOCOMPASTE,sentence,Single,1,4646,1,4
9,AUTOCOMPASTE,sentence,Single,2,5308,1,2
9,AUTOCOMPASTE,sentence,Single,3,4106,1,3
9,AUTOCOMPASTE,sentence,Multiple,1,5476,1,2
9,AUTOCOMPASTE,sentence,Multiple,2,9141,1,5
9,AUTOCOMPASTE,sentence,Multiple,3,11163,1,4
10,TRADITIONAL,paragraph,Multiple,1,3736,1,6
10,TRADITIONAL,paragraph,Multiple,2,5589,1,5
10,TRADITIONAL,paragraph,Multiple,3,8355,1,5
10,TRADITIONAL,paragraph,Single,1,4324,1,4
10,TRADITIONAL,paragraph,Single,2,3463,1,4
10,TRADITIONAL,paragraph,Single,3,5057,1,5
10,TRADITIONAL,phrase,Multiple,1,8339,1,5
10,TRADITIONAL,phrase,Multiple,2,6204,1,5
10,TRADITIONAL,phrase,Multiple,3,6387,1,5
10,TRADITIONAL,phrase,Single,1,5297,1,4
10,TRADITIONAL,phrase,Single,2,4031,1,4
10,TRADITIONAL,phrase,Single,3,5077,1,4
10,TRADITIONAL,sentence,Multiple,1,4137,1,5
10,TRADITIONAL,sentence,Multiple,2,7704,1,7
10,TRADITIONAL,sentence,Multiple,3,5491,1,5
10,TRADITIONAL,sentence,Single,1,6059,1,5
10,TRADITIONAL,sentence,Single,2,5670,1,5
10,TRADITIONAL,sentence,Single,3,4357,1,5
10,AUTOCOMPASTE,paragraph,Multiple,1,4831,1,3
10,AUTOCOMPASTE,paragraph,Multiple,2,7396,1,3
10,AUTOCOMPASTE,paragraph,Multiple,3,4952,1,3
10,AUTOCOMPASTE,paragraph,Single,1,4216,1,3
10,AUTOCOMPASTE,paragraph,Single,2,4908,1,3
10,AUTOCOMPASTE,paragraph,Single,3,7369,1,3
10,AUTOCOMPASTE,phrase,Multiple,1,16468,1,9
10,AUTOCOMPASTE,phrase,Multiple,2,11708,1,9
10,AUTOCOMPASTE,phrase,Multiple,3,9957,1,8
10,AUTOCOMPASTE,phrase,Single,1,6644,1,4
10,AUTOCOMPASTE,phrase,Single,2,10748,1,9
10,AUTOCOMPASTE,phrase,Single,3,7359,1,6
10,AUTOCOMPASTE,sentence,Multiple,1,3937,1,3
10,AUTOCOMPASTE,sentence,Multiple,2,5621,1,5
10,AUTOCOMPASTE,sentence,Multiple,3,3912,1,2
10,AUTOCOMPASTE,sentence,Single,1,3590,1,2
10,AUTOCOMPASTE,sentence,Single,2,4364,1,2
10,AUTOCOMPASTE,sentence,Single,3,4307,1,2
10,TRADITIONAL,paragraph,Multiple,1,4549,1,7
10,TRADITIONAL,paragraph,Multiple,2,5994,1,5
10,TRADITIONAL,paragraph,Multiple,3,3256,1,5
10,TRADITIONAL,paragraph,Single,1,3928,1,4
10,TRADITIONAL,paragraph,Single,2,4308,1,5
10,TRADITIONAL,paragraph,Single,3,4021,1,4
10,TRADITIONAL,phrase,Multiple,1,13513,1,11
10,TRADITIONAL,phrase,Multiple,2,9148,1,5
10,TRADITIONAL,phrase,Multiple,3,7394,1,7
10,TRADITIONAL,phrase,Single,1,4764,1,4
10,TRADITIONAL,phrase,Single,2,3882,1,4
10,TRADITIONAL,phrase,Single,3,3760,1,4
10,TRADITIONAL,sentence,Multiple,1,5253,1,5
10,TRADITIONAL,sentence,Multiple,2,8507,1,5
10,TRADITIONAL,sentence,Multiple,3,10335,1,7
10,TRADITIONAL,sentence,Single,1,6537,1,5
10,TRADITIONAL,sentence,Single,2,5042,1,5
10,TRADITIONAL,sentence,Single,3,5968,1,6
10,AUTOCOMPASTE,paragraph,Multiple,1,4976,1,3
10,AUTOCOMPASTE,paragraph,Multiple,2,6545,1,3
10,AUTOCOMPASTE,paragraph,Multiple,3,4332,1,3
10,AUTOCOMPASTE,paragraph,Single,1,4150,1,3
10,AUTOCOMPASTE,paragraph,Single,2,5352,1,3
10,AUTOCOMPASTE,paragraph,Single,3,4289,1,3
10,AUTOCOMPASTE,phrase,Multiple,1,11379,1,8
10,AUTOCOMPASTE,phrase,Multiple,2,5141,1,2
10,AUTOCOMPASTE,phrase,Multiple,3,5700,1,2
10,AUTOCOMPASTE,phrase,Single,1,8819,1,8
10,AUTOCOMPASTE,phrase,Single,2,5836,1,4
10,AUTOCOMPASTE,phrase,Single,3,7551,1,6
10,AUTOCOMPASTE,sentence,Multiple,1,5022,1,4
10,AUTOCOMPASTE,sentence,Multiple,2,3794,1,2
10,AUTOCOMPASTE,sentence,Multiple,3,3697,1,2
10,AUTOCOMPASTE,sentence,Single,1,3905,1,2
10,AUTOCOMPASTE,sentence,Single,2,4358,1,2
10,AUTOCOMPASTE,sentence,Single,3,3175,1,2
10,TRADITIONAL,paragraph,Multiple,1,4999,1,5
10,TRADITIONAL,paragraph,Multiple,2,7610,1,5
10,TRADITIONAL,paragraph,Multiple,3,4228,1,5
10,TRADITIONAL,paragraph,Single,1,3526,1,4
10,TRADITIONAL,paragraph,Single,2,4483,1,5
10,TRADITIONAL,paragraph,Single,3,4134,1,5
10,TRADITIONAL,phrase,Multiple,1,11212,1,11
10,TRADITIONAL,phrase,Multiple,2,6075,1,5
10,TRADITIONAL,phrase,Multiple,3,4335,1,5
10,TRADITIONAL,phrase,Single,1,5252,1,4
10,TRADITIONAL,phrase,Single,2,7281,1,5
10,TRADITIONAL,phrase,Single,3,5173,1,4
10,TRADITIONAL,sentence,Multiple,1,5522,1,5
10,TRADITIONAL,sentence,Multiple,2,6106,1,4
10,TRADITIONAL,sentence,Multiple,3,5390,1,5
10,TRADITIONAL,sentence,Single,1,5260,1,5
10,TRADITIONAL,sentence,Single,2,4034,1,4
10,TRADITIONAL,sentence,Single,3,4663,1,5
10,AUTOCOMPASTE,paragraph,Multiple,1,5080,1,3
10,AUTOCOMPASTE,paragraph,Multiple,2,4287,1,3
10,AUTOCOMPASTE,paragraph,Multiple,3,4728,1,3
10,AUTOCOMPASTE,paragraph,Single,1,5415,1,3
10,AUTOCOMPASTE,paragraph,Single,2,5391,1,5
10,AUTOCOMPASTE,paragraph,Single,3,4252,1,3
10,AUTOCOMPASTE,phrase,Multiple,1,6935,1,2
10,AUTOCOMPASTE,phrase,Multiple,2,3692,1,2
10,AUTOCOMPASTE,phrase,Multiple,3,5007,1,2
10,AUTOCOMPASTE,phrase,Single,1,6610,1,5
10,AUTOCOMPASTE,phrase,Single,2,6433,1,2
10,AUTOCOMPASTE,phrase,Single,3,13477,1,11
10,AUTOCOMPASTE,sentence,Multiple,1,3699,1,2
10,AUTOCOMPASTE,sentence,Multiple,2,3261,1,2
10,AUTOCOMPASTE,sentence,Multiple,3,3451,1,2
10,AUTOCOMPASTE,sentence,Single,1,2866,1,2
10,AUTOCOMPASTE,sentence,Single,2,4890,1,2
10,AUTOCOMPASTE,sentence,Single,3,3365,1,2
11,TRADITIONAL,phrase,Single,1,13008,1,4
11,TRADITIONAL,phrase,Single,2,7272,1,5
11,TRADITIONAL,phrase,Single,3,11887,1,6
11,TRADITIONAL,phrase,Multiple,1,11656,1,5
11,TRADITIONAL,phrase,Multiple,2,16351,1,5
11,TRADITIONAL,phrase,Multiple,3,9640,1,5
11,TRADITIONAL,sentence,Single,1,7360,1,5
11,TRADITIONAL,sentence,Single,2,8808,1,4
11,TRADITIONAL,sentence,Single,3,4672,1,4
11,TRADITIONAL,sentence,Multiple,1,6881,1,5
11,TRADITIONAL,sentence,Multiple,2,8944,1,5
11,TRADITIONAL,sentence,Multiple,3,10904,1,5
11,TRADITIONAL,paragraph,Single,1,7729,1,6
11,TRADITIONAL,paragraph,Single,2,6608,1,5
11,TRADITIONAL,paragraph,Single,3,9184,1,5
11,TRADITIONAL,paragraph,Multiple,1,44009,1,5
11,TRADITIONAL,paragraph,Multiple,2,17985,1,5
11,TRADITIONAL,paragraph,Multiple,3,16726,1,5
11,AUTOCOMPASTE,phrase,Single,1,15137,1,5
11,AUTOCOMPASTE,phrase,Single,2,16823,1,11
11,AUTOCOMPASTE,phrase,Single,3,8192,1,2
11,AUTOCOMPASTE,phrase,Multiple,1,12183,1,6
11,AUTOCOMPASTE,phrase,Multiple,2,8609,1,2
11,AUTOCOMPASTE,phrase,Multiple,3,13886,1,5
11,AUTOCOMPASTE,sentence,Single,1,4401,1,2
11,AUTOCOMPASTE,sentence,Single,2,3920,1,2
11,AUTOCOMPASTE,sentence,Single,3,4017,1,2
11,AUTOCOMPASTE,sentence,Multiple,1,4335,1,2
11,AUTOCOMPASTE,sentence,Multiple,2,4049,1,1
11,AUTOCOMPASTE,sentence,Multiple,3,8503,1,7
11,AUTOCOMPASTE,paragraph,Single,1,7017,1,2
11,AUTOCOMPASTE,paragraph,Single,2,5575,1,2
11,AUTOCOMPASTE,paragraph,Single,3,6294,1,3
11,AUTOCOMPASTE,paragraph,Multiple,1,9943,1,2
11,AUTOCOMPASTE,paragraph,Multiple,2,8080,1,2
11,AUTOCOMPASTE,paragraph,Multiple,3,6064,1,2
11,TRADITIONAL,phrase,Single,1,8584,1,5
11,TRADITIONAL,phrase,Single,2,8872,1,4
11,TRADITIONAL,phrase,Single,3,6272,1,5
11,TRADITIONAL,phrase,Multiple,1,13352,1,5
11,TRADITIONAL,phrase,Multiple,2,6425,1,4
11,TRADITIONAL,phrase,Multiple,3,15183,1,5
11,TRADITIONAL,sentence,Single,1,7984,1,5
11,TRADITIONAL,sentence,Single,2,6088,1,5
11,TRADITIONAL,sentence,Single,3,7087,1,4
11,TRADITIONAL,sentence,Multiple,1,7089,1,4
11,TRADITIONAL,sentence,Multiple,2,16199,1,5
11,TRADITIONAL,sentence,Multiple,3,12913,1,5
11,TRADITIONAL,paragraph,Single,1,6046,1,5
11,TRADITIONAL,paragraph,Single,2,6624,1,5
11,TRADITIONAL,paragraph,Single,3,7912,1,7
11,TRADITIONAL,paragraph,Multiple,1,6279,1,5
11,TRADITIONAL,paragraph,Multiple,2,9999,1,5
11,TRADITIONAL,paragraph,Multiple,3,5969,1,5
11,AUTOCOMPASTE,phrase,Single,1,8527,1,5
11,AUTOCOMPASTE,phrase,Single,2,22471,1,6
11,AUTOCOMPASTE,phrase,Single,3,7991,1,4
11,AUTOCOMPASTE,phrase,Multiple,1,4828,1,1
11,AUTOCOMPASTE,phrase,Multiple,2,5567,1,2
11,AUTOCOMPASTE,phrase,Multiple,3,13649,1,14
11,AUTOCOMPASTE,sentence,Single,1,3395,1,2
11,AUTOCOMPASTE,sentence,Single,2,5434,1,4
11,AUTOCOMPASTE,sentence,Single,3,3375,1,2
11,AUTOCOMPASTE,sentence,Multiple,1,3494,1,2
11,AUTOCOMPASTE,sentence,Multiple,2,4113,1,2
11,AUTOCOMPASTE,sentence,Multiple,3,4398,1,2
11,AUTOCOMPASTE,paragraph,Single,1,5507,1,3
11,AUTOCOMPASTE,paragraph,Single,2,7152,1,3
11,AUTOCOMPASTE,paragraph,Single,3,8584,1,6
11,AUTOCOMPASTE,paragraph,Multiple,1,7076,1,3
11,AUTOCOMPASTE,paragraph,Multiple,2,9505,1,3
11,AUTOCOMPASTE,paragraph,Multiple,3,5008,1,3
11,TRADITIONAL,phrase,Single,1,7226,1,5
11,TRADITIONAL,phrase,Single,2,6622,1,5
11,TRADITIONAL,phrase,Single,3,5536,1,4
11,TRADITIONAL,phrase,Multiple,1,13159,1,5
11,TRADITIONAL,phrase,Multiple,2,8546,1,5
11,TRADITIONAL,phrase,Multiple,3,4784,1,4
11,TRADITIONAL,sentence,Single,1,6031,1,5
11,TRADITIONAL,sentence,Single,2,7169,1,7
11,TRADITIONAL,sentence,Single,3,6472,1,5
11,TRADITIONAL,sentence,Multiple,1,13008,1,6
11,TRADITIONAL,sentence,Multiple,2,5674,1,4
11,TRADITIONAL,sentence,Multiple,3,5474,1,5
11,TRADITIONAL,paragraph,Single,1,4899,1,4
11,TRADITIONAL,paragraph,Single,2,5712,1,4
11,TRADITIONAL,paragraph,Single,3,4368,1,4
11,TRADITIONAL,paragraph,Multiple,1,6442,1,5
11,TRADITIONAL,paragraph,Multiple,2,5877,1,5
11,TRADITIONAL,paragraph,Multiple,3,14634,1,6
11,AUTOCOMPASTE,phrase,Single,1,7877,1,5
11,AUTOCOMPASTE,phrase,Single,2,14321,1,6
11,AUTOCOMPASTE,phrase,Single,3,14904,1,10
11,AUTOCOMPASTE,phrase,Multiple,1,6297,1,2
11,AUTOCOMPASTE,phrase,Multiple,2,4235,1,2
11,AUTOCOMPASTE,phrase,Multiple,3,6979,1,4
11,AUTOCOMPASTE,sentence,Single,1,3184,1,2
11,AUTOCOMPASTE,sentence,Single,2,3713,1,1
11,AUTOCOMPASTE,sentence,Single,3,3384,1,2
11,AUTOCOMPASTE,sentence,Multiple,1,3511,1,2
11,AUTOCOMPASTE,sentence,Multiple,2,4705,1,6
11,AUTOCOMPASTE,sentence,Multiple,3,6145,1,4
11,AUTOCOMPASTE,paragraph,Single,1,6045,1,3
11,AUTOCOMPASTE,paragraph,Single,2,5625,1,3
11,AUTOCOMPASTE,paragraph,Single,3,4928,1,3
11,AUTOCOMPASTE,paragraph,Multiple,1,7206,1,2
11,AUTOCOMPASTE,paragraph,Multiple,2,6064,1,5
11,AUTOCOMPASTE,paragraph,Multiple,3,7298,1,3
12,TRADITIONAL,phrase,Multiple,1,17236,1,6
12,TRADITIONAL,phrase,Multiple,2,16502,1,7
12,TRADITIONAL,phrase,Multiple,3,14485,1,5
12,TRADITIONAL,phrase,Single,1,9517,1,4
12,TRADITIONAL,phrase,Single,2,12852,1,4
12,TRADITIONAL,phrase,Single,3,13037,1,5
12,TRADITIONAL,sentence,Multiple,1,16885,1,5
12,TRADITIONAL,sentence,Multiple,2,7780,1,4
12,TRADITIONAL,sentence,Multiple,3,10700,1,5
12,TRADITIONAL,sentence,Single,1,19959,1,5
12,TRADITIONAL,sentence,Single,2,8494,1,4
12,TRADITIONAL,sentence,Single,3,12701,1,5
12,TRADITIONAL,paragraph,Multiple,1,19807,1,5
12,TRADITIONAL,paragraph,Multiple,2,10180,1,5
12,TRADITIONAL,paragraph,Multiple,3,20319,1,5
12,TRADITIONAL,paragraph,Single,1,10827,1,4
12,TRADITIONAL,paragraph,Single,2,12099,1,6
12,TRADITIONAL,paragraph,Single,3,9535,1,4
12,AUTOCOMPASTE,phrase,Multiple,1,21011,1,8
12,AUTOCOMPASTE,phrase,Multiple,2,16010,1,6
12,AUTOCOMPASTE,phrase,Multiple,3,23650,1,7
12,AUTOCOMPASTE,phrase,Single,1,13267,1,3
12,AUTOCOMPASTE,phrase,Single,2,15953,1,6
12,AUTOCOMPASTE,phrase,Single,3,15600,1,5
12,AUTOCOMPASTE,sentence,Multiple,1,8362,1,1
12,AUTOCOMPASTE,sentence,Multiple,2,6554,1,1
12,AUTOCOMPASTE,sentence,Multiple,3,5015,1,1
12,AUTOCOMPASTE,sentence,Single,1,6099,1,3
12,AUTOCOMPASTE,sentence,Single,2,5293,1,1
12,AUTOCOMPASTE,sentence,Single,3,5015,1,1
12,AUTOCOMPASTE,paragraph,Multiple,1,8596,1,2
12,AUTOCOMPASTE,paragraph,Multiple,2,15758,1,2
12,AUTOCOMPASTE,paragraph,Multiple,3,8374,1,2
12,AUTOCOMPASTE,paragraph,Single,1,10190,1,3
12,AUTOCOMPASTE,paragraph,Single,2,9954,1,2
12,AUTOCOMPASTE,paragraph,Single,3,10045,1,2
12,TRADITIONAL,phrase,Multiple,1,14715,1,6
12,TRADITIONAL,phrase,Multiple,2,12219,1,5
12,TRADITIONAL,phrase,Multiple,3,20042,1,5
12,TRADITIONAL,phrase,Single,1,7911,1,4
12,TRADITIONAL,phrase,Single,2,9341,1,4
12,TRADITIONAL,phrase,Single,3,13981,1,4
12,TRADITIONAL,sentence,Multiple,1,9634,1,4
12,TRADITIONAL,sentence,Multiple,2,15034,1,5
12,TRADITIONAL,sentence,Multiple,3,10216,1,5
12,TRADITIONAL,sentence,Single,1,8747,1,4
12,TRADITIONAL,sentence,Single,2,10926,1,5
12,TRADITIONAL,sentence,Single,3,9243,1,4
12,TRADITIONAL,paragraph,Multiple,1,19487,1,5
12,TRADITIONAL,paragraph,Multiple,2,12273,1,5
12,TRADITIONAL,paragraph,Multiple,3,13681,1,5
12,TRADITIONAL,paragraph,Single,1,9181,1,4
12,TRADITIONAL,paragraph,Single,2,7568,1,4
12,TRADITIONAL,paragraph,Single,3,7606,1,4
12,AUTOCOMPASTE,phrase,Multiple,1,20183,1,8
12,AUTOCOMPASTE,phrase,Multiple,2,15238,1,4
12,AUTOCOMPASTE,phrase,Multiple,3,14702,1,6
12,AUTOCOMPASTE,phrase,Single,1,11611,0,3
12,AUTOCOMPASTE,phrase,Single,2,10717,1,3
12,AUTOCOMPASTE,phrase,Single,3,14823,1,5
12,AUTOCOMPASTE,sentence,Multiple,1,5350,1,1
12,AUTOCOMPASTE,sentence,Multiple,2,5850,1,1
12,AUTOCOMPASTE,sentence,Multiple,3,5064,1,1
12,AUTOCOMPASTE,sentence,Single,1,6339,1,1
12,AUTOCOMPASTE,sentence,Single,2,5331,1,1
12,AUTOCOMPASTE,sentence,Single,3,6016,1,1
12,AUTOCOMPASTE,paragraph,Multiple,1,8926,1,2
12,AUTOCOMPASTE,paragraph,Multiple,2,13010,1,2
12,AUTOCOMPASTE,paragraph,Multiple,3,8869,1,2
12,AUTOCOMPASTE,paragraph,Single,1,10044,1,2
12,AUTOCOMPASTE,paragraph,Single,2,12475,1,2
12,AUTOCOMPASTE,paragraph,Single,3,7109,1,2
12,TRADITIONAL,phrase,Multiple,1,16224,1,5
12,TRADITIONAL,phrase,Multiple,2,8244,1,5
12,TRADITIONAL,phrase,Multiple,3,6543,1,4
12,TRADITIONAL,phrase,Single,1,5917,1,4
12,TRADITIONAL,phrase,Single,2,7690,1,4
12,TRADITIONAL,phrase,Single,3,7460,1,5
12,TRADITIONAL,sentence,Multiple,1,6754,1,5
12,TRADITIONAL,sentence,Multiple,2,7051,1,4
12,TRADITIONAL,sentence,Multiple,3,5995,1,4
12,TRADITIONAL,sentence,Single,1,9138,1,4
12,TRADITIONAL,sentence,Single,2,8685,1,4
12,TRADITIONAL,sentence,Single,3,7855,1,5
12,TRADITIONAL,paragraph,Multiple,1,9353,1,5
12,TRADITIONAL,paragraph,Multiple,2,8943,1,5
12,TRADITIONAL,paragraph,Multiple,3,7856,1,5
12,TRADITIONAL,paragraph,Single,1,8545,1,5
12,TRADITIONAL,paragraph,Single,2,9568,1,4
12,TRADITIONAL,paragraph,Single,3,7407,1,5
12,AUTOCOMPASTE,phrase,Multiple,1,13089,1,6
12,AUTOCOMPASTE,phrase,Multiple,2,14388,1,6
12,AUTOCOMPASTE,phrase,Multiple,3,13190,1,5
12,AUTOCOMPASTE,phrase,Single,1,11076,1,3
12,AUTOCOMPASTE,phrase,Single,2,15990,1,5
12,AUTOCOMPASTE,phrase,Single,3,26989,1,10
12,AUTOCOMPASTE,sentence,Multiple,1,4982,1,1
12,AUTOCOMPASTE,sentence,Multiple,2,4498,1,1
12,AUTOCOMPASTE,sentence,Multiple,3,8958,1,3
12,AUTOCOMPASTE,sentence,Single,1,4979,1,1
12,AUTOCOMPASTE,sentence,Single,2,5073,1,1
12,AUTOCOMPASTE,sentence,Single,3,5199,1,1
12,AUTOCOMPASTE,paragraph,Multiple,1,9836,1,2
12,AUTOCOMPASTE,paragraph,Multiple,2,12430,1,4
12,AUTOCOMPASTE,paragraph,Multiple,3,8525,1,2
12,AUTOCOMPASTE,paragraph,Single,1,7527,1,2
12,AUTOCOMPASTE,paragraph,Single,2,8271,1,4
12,AUTOCOMPASTE,paragraph,Single,3,8252,1,4
